GLOBALTIME -> ID  -- St  -- D-> -- D<- -- LCP -- TimeToComplete
         0 ->   0 --  -1 --   1 --   0 --  -1 --    7317
         0 ->   1 --  -1 --   5 --   1 --  -1 --    7325
         0 ->   2 --  -1 --   1 --   1 --  -1 --    7522
         0 ->   3 --  -1 --   2 --   1 --  -1 --    7019
         0 ->   4 --  -1 --   2 --   1 --  -1 --    6960
         0 ->   5 --  -1 --   2 --   1 --  -1 --    6940
         0 ->   6 --  -1 --   2 --   1 --  -1 --    7467
         0 ->   7 --  -1 --   1 --   2 --  -1 --    6853
         0 ->   8 --  -1 --   2 --   3 --  -1 --    7348
         0 ->   9 --  -1 --   3 --   1 --  -1 --    7069
         0 ->  10 --  -1 --   1 --   3 --  -1 --    7247
         0 ->  11 --  -1 --   1 --   1 --  -1 --    7556
         0 ->  12 --  -1 --   1 --   1 --  -1 --    7468
         0 ->  13 --  -1 --   1 --   3 --  -1 --    7527
         0 ->  14 --  -1 --   2 --   4 --  -1 --    7081
         0 ->  15 --  -1 --   1 --   4 --  -1 --    7281
         0 ->  16 --  -1 --   2 --   1 --  -1 --    7398
         0 ->  17 --  -1 --   2 --   3 --  -1 --    7204
         0 ->  18 --  -1 --   2 --   4 --  -1 --    7496
         0 ->  19 --  -1 --   1 --   1 --  -1 --    7320
         0 ->  20 --  -1 --   1 --   2 --  -1 --    7058
         0 ->  21 --  -1 --   4 --   4 --  -1 --    7043
         0 ->  22 --  -1 --   1 --   1 --  -1 --    7521
         0 ->  23 --   0 --   0 --   2 --  -1 --    7482
         0 ->  24 --  -1 --   2 --   2 --  -1 --    7031
         0 ->  25 --  -1 --   2 --   7 --  -1 --    7510
         0 ->  26 --  -1 --   1 --   8 --  -1 --    7274
         0 ->  27 --  -1 --   1 --   4 --  -1 --    7003
         0 ->  28 --  -1 --   1 --   5 --  -1 --    7246
         0 ->  29 --   0 --   0 --   3 --  -1 --    7525
         0 ->  30 --  -1 --   1 --   1 --  -1 --    7136
         0 ->  31 --  -1 --   1 --   8 --  -1 --    7012
         0 ->  32 --  -1 --   2 --  10 --  -1 --    7316
         0 ->  33 --  -1 --   2 --   1 --  -1 --    7225
         0 ->  34 --  -1 --   1 --   4 --  -1 --    7410
         0 ->  35 --  -1 --   3 --   7 --  -1 --    7377
         0 ->  36 --  -1 --   1 --   1 --  -1 --    6924
         0 ->  37 --  -1 --   1 --   1 --  -1 --    7186
         0 ->  38 --  -1 --   1 --   6 --  -1 --    6996
         0 ->  39 --  -1 --   1 --   2 --  -1 --    6932
         0 ->  40 --  -1 --   1 --   3 --  -1 --    7180
         0 ->  41 --  -1 --   1 --  11 --  -1 --    7122
         0 ->  42 --  -1 --   1 --   4 --  -1 --    7309
         0 ->  43 --  -1 --   1 --   1 --  -1 --    7072
         0 ->  44 --  -1 --   2 --  12 --  -1 --    7291
         0 ->  45 --  -1 --   1 --  11 --  -1 --    7200
         0 ->  46 --  -1 --   1 --   5 --  -1 --    6889
         0 ->  47 --  -1 --   1 --   5 --  -1 --    6848
         0 ->  48 --  -1 --   1 --   5 --  -1 --    6937
         0 ->  49 --  -1 --   2 --   1 --  -1 --    6981
         0 ->  50 --  -1 --   1 --   1 --  -1 --    7399
         0 ->  51 --  -1 --   2 --   8 --  -1 --    6846
         0 ->  52 --  -1 --   1 --   2 --  -1 --    7159
         0 ->  53 --  -1 --   2 --   2 --  -1 --    7026
         0 ->  54 --  -1 --   2 --   8 --  -1 --    7436
         0 ->  55 --   0 --   0 --   9 --  -1 --    7404
         0 ->  56 --  -1 --   1 --   3 --  -1 --    7210
         0 ->  57 --  -1 --   1 --  15 --  -1 --    6984
         0 ->  58 --  -1 --   1 --  15 --  -1 --    6958
         0 ->  59 --  -1 --   1 --  13 --  -1 --    7022
         0 ->  60 --  -1 --   2 --   1 --  -1 --    6861
         0 ->  61 --  -1 --   1 --   1 --  -1 --    7183
         0 ->  62 --  -1 --   3 --  12 --  -1 --    7530
         0 ->  63 --  -1 --   3 --   1 --  -1 --    7341
         0 ->  64 --  -1 --   1 --   1 --  -1 --    7052
         0 ->  65 --  -1 --   1 --   1 --  -1 --    6928
         0 ->  66 --  -1 --   1 --   9 --  -1 --    7279
         0 ->  67 --  -1 --   2 --   2 --  -1 --    7462
         0 ->  68 --  -1 --   1 --   3 --  -1 --    7114
         0 ->  69 --  -1 --   2 --   2 --  -1 --    7082
         0 ->  70 --   0 --   0 --  14 --  -1 --    7169
         0 ->  71 --   0 --   0 --   9 --  -1 --    7433
         0 ->  72 --  -1 --   2 --  10 --  -1 --    7131
         0 ->  73 --  -1 --   1 --  15 --  -1 --    6897
         0 ->  74 --  -1 --   2 --   2 --  -1 --    7319
         0 ->  75 --  -1 --   1 --   3 --  -1 --    7131
         0 ->  76 --   0 --   0 --   1 --  -1 --    7210
         0 ->  77 --   0 --   0 --  17 --  -1 --    7498
         0 ->  78 --   0 --   0 --  16 --  -1 --    7052
         0 ->  79 --  -1 --   2 --   2 --  -1 --    7172
         0 ->  80 --  -1 --   1 --   3 --  -1 --    6853
         0 ->  81 --  -1 --   2 --   4 --  -1 --    7249
         0 ->  82 --  -1 --   2 --   3 --  -1 --    6898
         0 ->  83 --  -1 --   3 --   1 --  -1 --    6962
         0 ->  84 --  -1 --   2 --   4 --  -1 --    7436
         0 ->  85 --  -1 --   2 --   3 --  -1 --    6915
         0 ->  86 --  -1 --   1 --   8 --  -1 --    7099
         0 ->  87 --   0 --   0 --   9 --  -1 --    6932
         0 ->  88 --  -1 --   1 --   1 --  -1 --    7510
         0 ->  89 --  -1 --   2 --  16 --  -1 --    7108
         0 ->  90 --  -1 --   1 --  17 --  -1 --    7358
         0 ->  91 --   0 --   0 --  10 --  -1 --    6911
         0 ->  92 --   0 --   0 --   5 --  -1 --    7292
         0 ->  93 --  -1 --   1 --  18 --  -1 --    7243
         0 ->  94 --   0 --   0 --   3 --  -1 --    7096
         0 ->  95 --   0 --   0 --   2 --  -1 --    7149
         0 ->  96 --   0 --   0 --   1 --  -1 --    7212
         0 ->  97 --  -1 --   1 --   4 --  -1 --    7201
         0 ->  98 --   0 --   0 --  19 --  -1 --    6856
         0 ->  99 --   0 --   0 --   6 --  -1 --    7353
         0 -> 100 --  -1 --   1 --   5 --  -1 --    7559
         0 -> 101 --  -1 --   5 --   2 --  -1 --    6933
         0 -> 102 --  -1 --   1 --   2 --  -1 --    7058
         0 -> 103 --  -1 --   2 --   5 --  -1 --    6868
         0 -> 104 --  -1 --   2 --   2 --  -1 --    6963
         0 -> 105 --  -1 --   2 --   8 --  -1 --    6938
         0 -> 106 --  -1 --   2 --  16 --  -1 --    7149
         0 -> 107 --  -1 --   1 --   3 --  -1 --    6883
         0 -> 108 --  -1 --   3 --   4 --  -1 --    7018
         0 -> 109 --  -1 --   1 --  11 --  -1 --    7416
         0 -> 110 --  -1 --   2 --  11 --  -1 --    7509
         0 -> 111 --  -1 --   2 --   4 --  -1 --    6927
         0 -> 112 --  -1 --   2 --   2 --  -1 --    7385
         0 -> 113 --  -1 --   1 --  19 --  -1 --    6871
         0 -> 114 --  -1 --   1 --  23 --  -1 --    7433
         0 -> 115 --  -1 --   3 --  20 --  -1 --    7316
         0 -> 116 --  -1 --   2 --   2 --  -1 --    7474
         0 -> 117 --   0 --   0 --  11 --  -1 --    6935
         0 -> 118 --  -1 --   2 --  10 --  -1 --    7294
         0 -> 119 --   0 --   0 --   5 --  -1 --    7394
         0 -> 120 --  -1 --   1 --   5 --  -1 --    7210
         0 -> 121 --  -1 --   4 --   6 --  -1 --    6891
         0 -> 122 --  -1 --   1 --  12 --  -1 --    7530
         0 -> 123 --  -1 --   1 --  13 --  -1 --    7151
         0 -> 124 --  -1 --   2 --  24 --  -1 --    7196
         0 -> 125 --  -1 --   2 --  31 --  -1 --    6985
         0 -> 126 --  -1 --   1 --  32 --  -1 --    7114
         0 -> 127 --  -1 --   1 --   8 --  -1 --    7539
         0 -> 128 --  -1 --   1 --   7 --  -1 --    7220
         0 -> 129 --  -1 --   1 --  25 --  -1 --    6844
         0 -> 130 --   0 --   0 --   3 --  -1 --    7133
         0 -> 131 --  -1 --   1 --  32 --  -1 --    7306
         0 -> 132 --  -1 --   1 --  34 --  -1 --    7029
         0 -> 133 --  -1 --   1 --   8 --  -1 --    7218
         0 -> 134 --  -1 --   1 --   4 --  -1 --    7351
         0 -> 135 --  -1 --   1 --  12 --  -1 --    7558
         0 -> 136 --  -1 --   2 --   2 --  -1 --    7299
         0 -> 137 --  -1 --   2 --   5 --  -1 --    7246
         0 -> 138 --  -1 --   1 --   8 --  -1 --    7199
         0 -> 139 --   0 --   0 --   3 --  -1 --    7066
         0 -> 140 --  -1 --   1 --  11 --  -1 --    7434
         0 -> 141 --  -1 --   1 --  26 --  -1 --    7559
         0 -> 142 --  -1 --   1 --  12 --  -1 --    7281
         0 -> 143 --  -1 --   1 --  14 --  -1 --    7104
         0 -> 144 --  -1 --   2 --  27 --  -1 --    7493
         0 -> 145 --  -1 --   1 --  13 --  -1 --    7079
         0 -> 146 --  -1 --   1 --  13 --  -1 --    7020
         0 -> 147 --  -1 --   1 --   5 --  -1 --    7348
         0 -> 148 --  -1 --   1 --   2 --  -1 --    7384
         0 -> 149 --  -1 --   2 --   9 --  -1 --    7469
         0 -> 150 --  -1 --   1 --   9 --  -1 --    7189
         0 -> 151 --  -1 --   2 --  26 --  -1 --    7047
         0 -> 152 --  -1 --   1 --  14 --  -1 --    7222
         0 -> 153 --  -1 --   2 --  10 --  -1 --    7324
         0 -> 154 --  -1 --   1 --  16 --  -1 --    7427
         0 -> 155 --  -1 --   1 --  27 --  -1 --    7341
         0 -> 156 --  -1 --   1 --  11 --  -1 --    7180
         0 -> 157 --  -1 --   1 --  30 --  -1 --    6921
         0 -> 158 --  -1 --   1 --  31 --  -1 --    7249
         0 -> 159 --  -1 --   2 --  28 --  -1 --    7263
         0 -> 160 --  -1 --   2 --  32 --  -1 --    7044
         0 -> 161 --  -1 --   1 --   2 --  -1 --    6977
         0 -> 162 --  -1 --   3 --  12 --  -1 --    7119
         0 -> 163 --  -1 --   3 --   2 --  -1 --    7050
         0 -> 164 --  -1 --   1 --   4 --  -1 --    7363
         0 -> 165 --  -1 --   1 --   4 --  -1 --    7505
         0 -> 166 --  -1 --   1 --  29 --  -1 --    7136
         0 -> 167 --  -1 --   2 --   5 --  -1 --    7310
         0 -> 168 --  -1 --   1 --   6 --  -1 --    7532
         0 -> 169 --  -1 --   2 --   3 --  -1 --    7292
         0 -> 170 --  -1 --   1 --  36 --  -1 --    6974
         0 -> 171 --  -1 --   1 --  29 --  -1 --    7199
         0 -> 172 --   0 --   0 --  30 --  -1 --    7546
         0 -> 173 --   0 --   0 --  16 --  -1 --    7289
         0 -> 174 --   0 --   0 --   5 --  -1 --    7378
         0 -> 175 --   0 --   0 --  35 --  -1 --    7096
         0 -> 176 --  -1 --   2 --  14 --  -1 --    7066
         0 -> 177 --   0 --   0 --  21 --  -1 --    7105
         0 -> 178 --   0 --   0 --  31 --  -1 --    7468
         0 -> 179 --  -1 --   1 --   3 --  -1 --    7411
         0 -> 180 --  -1 --   1 --  30 --  -1 --    7470
         0 -> 181 --  -1 --   2 --  31 --  -1 --    6917
         0 -> 182 --  -1 --   2 --   5 --  -1 --    6849
         0 -> 183 --  -1 --   3 --  15 --  -1 --    6850
         0 -> 184 --  -1 --   2 --   2 --  -1 --    6843
         0 -> 185 --  -1 --   2 --   5 --  -1 --    7431
         0 -> 186 --  -1 --   1 --  33 --  -1 --    7175
         0 -> 187 --   0 --   0 --  34 --  -1 --    7241
         0 -> 188 --  -1 --   1 --   7 --  -1 --    7324
         0 -> 189 --  -1 --   2 --   7 --  -1 --    7404
         0 -> 190 --  -1 --   1 --   8 --  -1 --    6987
         0 -> 191 --   0 --   0 --  49 --  -1 --    7058
         0 -> 192 --   0 --   0 --  20 --  -1 --    7549
         0 -> 193 --  -1 --   1 --   9 --  -1 --    7104
         0 -> 194 --   0 --   0 --  15 --  -1 --    7437
         0 -> 195 --  -1 --   1 --  16 --  -1 --    7208
         0 -> 196 --  -1 --   1 --  37 --  -1 --    7329
         0 -> 197 --   0 --   0 --   6 --  -1 --    7202
         0 -> 198 --   0 --   0 --  10 --  -1 --    7102
         0 -> 199 --   0 --   0 --  10 --  -1 --    7356
         0 -> 200 --  -1 --   2 --   1 --  -1 --    7212
         0 -> 201 --  -1 --   5 --   9 --  -1 --    7076
         0 -> 202 --  -1 --   1 --  11 --  -1 --    6872
         0 -> 203 --  -1 --   2 --  21 --  -1 --    6947
         0 -> 204 --  -1 --   1 --   1 --  -1 --    7338
         0 -> 205 --  -1 --   2 --   3 --  -1 --    7212
         0 -> 206 --  -1 --   2 --   5 --  -1 --    7206
         0 -> 207 --  -1 --   1 --  10 --  -1 --    7189
         0 -> 208 --  -1 --   4 --  11 --  -1 --    7238
         0 -> 209 --  -1 --   1 --   3 --  -1 --    7094
         0 -> 210 --   0 --   0 --  13 --  -1 --    7144
         0 -> 211 --  -1 --   2 --   5 --  -1 --    7328
         0 -> 212 --   0 --   0 --   3 --  -1 --    7508
         0 -> 213 --  -1 --   1 --  15 --  -1 --    7120
         0 -> 214 --  -1 --   1 --  34 --  -1 --    7249
         0 -> 215 --  -1 --   2 --  16 --  -1 --    7219
         0 -> 216 --  -1 --   2 --   3 --  -1 --    6968
         0 -> 217 --  -1 --   2 --   5 --  -1 --    7484
         0 -> 218 --  -1 --   2 --  35 --  -1 --    7464
         0 -> 219 --  -1 --   2 --   4 --  -1 --    7524
         0 -> 220 --  -1 --   1 --  38 --  -1 --    7532
         0 -> 221 --  -1 --   4 --   2 --  -1 --    7153
         0 -> 222 --  -1 --   1 --   4 --  -1 --    7418
         0 -> 223 --  -1 --   3 --   5 --  -1 --    7114
         0 -> 224 --  -1 --   2 --  36 --  -1 --    7262
         0 -> 225 --  -1 --   2 --  39 --  -1 --    6938
         0 -> 226 --  -1 --   1 --  40 --  -1 --    7463
         0 -> 227 --  -1 --   1 --  36 --  -1 --    7508
