GLOBALTIME -> ID  -- St  -- D-> -- D<- -- LCP -- TimeToComplete
         0 ->   0 --  -1 --   1 --   0 --  -1 --    7463
         0 ->   1 --  -1 --   5 --   1 --  -1 --    7434
         0 ->   2 --  -1 --   1 --   1 --  -1 --    7389
         0 ->   3 --  -1 --   2 --   1 --  -1 --    7549
         0 ->   4 --  -1 --   2 --   1 --  -1 --    7215
         0 ->   5 --  -1 --   2 --   1 --  -1 --    7116
         0 ->   6 --  -1 --   2 --   1 --  -1 --    7029
         0 ->   7 --  -1 --   1 --   2 --  -1 --    7421
         0 ->   8 --  -1 --   2 --   3 --  -1 --    6873
         0 ->   9 --  -1 --   3 --   1 --  -1 --    7184
         0 ->  10 --  -1 --   1 --   3 --  -1 --    7235
         0 ->  11 --  -1 --   1 --   1 --  -1 --    7167
         0 ->  12 --  -1 --   1 --   1 --  -1 --    7415
         0 ->  13 --  -1 --   1 --   3 --  -1 --    7174
         0 ->  14 --  -1 --   2 --   4 --  -1 --    6877
         0 ->  15 --  -1 --   1 --   4 --  -1 --    6852
         0 ->  16 --  -1 --   2 --   1 --  -1 --    7282
         0 ->  17 --  -1 --   2 --   3 --  -1 --    6946
         0 ->  18 --  -1 --   2 --   4 --  -1 --    7133
         0 ->  19 --  -1 --   1 --   1 --  -1 --    7060
         0 ->  20 --  -1 --   1 --   2 --  -1 --    7093
         0 ->  21 --  -1 --   4 --   4 --  -1 --    7502
         0 ->  22 --  -1 --   1 --   1 --  -1 --    7217
         0 ->  23 --   0 --   0 --   2 --  -1 --    7146
         0 ->  24 --  -1 --   2 --   2 --  -1 --    6927
         0 ->  25 --  -1 --   2 --   7 --  -1 --    6951
         0 ->  26 --  -1 --   1 --   8 --  -1 --    7225
         0 ->  27 --  -1 --   1 --   4 --  -1 --    7523
         0 ->  28 --  -1 --   1 --   5 --  -1 --    7428
         0 ->  29 --   0 --   0 --   3 --  -1 --    7404
         0 ->  30 --  -1 --   1 --   1 --  -1 --    7387
         0 ->  31 --  -1 --   1 --   8 --  -1 --    7091
         0 ->  32 --  -1 --   2 --  10 --  -1 --    7341
         0 ->  33 --  -1 --   2 --   1 --  -1 --    7186
         0 ->  34 --  -1 --   1 --   4 --  -1 --    7554
         0 ->  35 --  -1 --   3 --   7 --  -1 --    6895
         0 ->  36 --  -1 --   1 --   1 --  -1 --    6995
         0 ->  37 --  -1 --   1 --   1 --  -1 --    6978
         0 ->  38 --  -1 --   1 --   6 --  -1 --    7498
         0 ->  39 --  -1 --   1 --   2 --  -1 --    7444
         0 ->  40 --  -1 --   1 --   3 --  -1 --    6888
         0 ->  41 --  -1 --   1 --  11 --  -1 --    7321
         0 ->  42 --  -1 --   1 --   4 --  -1 --    7318
         0 ->  43 --  -1 --   1 --   1 --  -1 --    6895
         0 ->  44 --  -1 --   2 --  12 --  -1 --    7086
         0 ->  45 --  -1 --   1 --  11 --  -1 --    7095
         0 ->  46 --  -1 --   1 --   5 --  -1 --    7323
         0 ->  47 --  -1 --   1 --   5 --  -1 --    7267
         0 ->  48 --  -1 --   1 --   5 --  -1 --    7534
         0 ->  49 --  -1 --   2 --   1 --  -1 --    7425
         0 ->  50 --  -1 --   1 --   1 --  -1 --    7299
         0 ->  51 --  -1 --   2 --   8 --  -1 --    7527
         0 ->  52 --  -1 --   1 --   2 --  -1 --    7347
         0 ->  53 --  -1 --   2 --   2 --  -1 --    7535
         0 ->  54 --  -1 --   2 --   8 --  -1 --    7323
         0 ->  55 --   0 --   0 --   9 --  -1 --    7157
         0 ->  56 --  -1 --   1 --   3 --  -1 --    6860
         0 ->  57 --  -1 --   1 --  15 --  -1 --    7167
         0 ->  58 --  -1 --   1 --  15 --  -1 --    6980
         0 ->  59 --  -1 --   1 --  13 --  -1 --    7068
         0 ->  60 --  -1 --   2 --   1 --  -1 --    7182
         0 ->  61 --  -1 --   1 --   1 --  -1 --    6960
         0 ->  62 --  -1 --   3 --  12 --  -1 --    7157
         0 ->  63 --  -1 --   3 --   1 --  -1 --    7359
         0 ->  64 --  -1 --   1 --   1 --  -1 --    7423
         0 ->  65 --  -1 --   1 --   1 --  -1 --    6872
         0 ->  66 --  -1 --   1 --   9 --  -1 --    7000
         0 ->  67 --  -1 --   2 --   2 --  -1 --    7028
         0 ->  68 --  -1 --   1 --   3 --  -1 --    7131
         0 ->  69 --  -1 --   2 --   2 --  -1 --    7534
         0 ->  70 --   0 --   0 --  14 --  -1 --    7081
         0 ->  71 --   0 --   0 --   9 --  -1 --    7397
         0 ->  72 --  -1 --   2 --  10 --  -1 --    6963
         0 ->  73 --  -1 --   1 --  15 --  -1 --    7472
         0 ->  74 --  -1 --   2 --   2 --  -1 --    6954
         0 ->  75 --  -1 --   1 --   3 --  -1 --    7074
         0 ->  76 --   0 --   0 --   1 --  -1 --    7066
         0 ->  77 --   0 --   0 --  17 --  -1 --    6943
         0 ->  78 --   0 --   0 --  16 --  -1 --    7185
         0 ->  79 --  -1 --   2 --   2 --  -1 --    7453
         0 ->  80 --  -1 --   1 --   3 --  -1 --    7350
         0 ->  81 --  -1 --   2 --   4 --  -1 --    6846
         0 ->  82 --  -1 --   2 --   3 --  -1 --    7512
         0 ->  83 --  -1 --   3 --   1 --  -1 --    7181
         0 ->  84 --  -1 --   2 --   4 --  -1 --    7541
         0 ->  85 --  -1 --   2 --   3 --  -1 --    7398
         0 ->  86 --  -1 --   1 --   8 --  -1 --    7357
         0 ->  87 --   0 --   0 --   9 --  -1 --    6876
         0 ->  88 --  -1 --   1 --   1 --  -1 --    7365
         0 ->  89 --  -1 --   2 --  16 --  -1 --    6997
         0 ->  90 --  -1 --   1 --  17 --  -1 --    7136
         0 ->  91 --   0 --   0 --  10 --  -1 --    7512
         0 ->  92 --   0 --   0 --   5 --  -1 --    7243
         0 ->  93 --  -1 --   1 --  18 --  -1 --    7275
         0 ->  94 --   0 --   0 --   3 --  -1 --    7224
         0 ->  95 --   0 --   0 --   2 --  -1 --    7046
         0 ->  96 --   0 --   0 --   1 --  -1 --    7309
         0 ->  97 --  -1 --   1 --   4 --  -1 --    7164
         0 ->  98 --   0 --   0 --  19 --  -1 --    7405
         0 ->  99 --   0 --   0 --   6 --  -1 --    7018
         0 -> 100 --  -1 --   1 --   5 --  -1 --    7272
         0 -> 101 --  -1 --   5 --   2 --  -1 --    7536
         0 -> 102 --  -1 --   1 --   2 --  -1 --    7535
         0 -> 103 --  -1 --   2 --   5 --  -1 --    7329
         0 -> 104 --  -1 --   2 --   2 --  -1 --    7179
         0 -> 105 --  -1 --   2 --   8 --  -1 --    7350
         0 -> 106 --  -1 --   2 --  16 --  -1 --    6894
         0 -> 107 --  -1 --   1 --   3 --  -1 --    6935
         0 -> 108 --  -1 --   3 --   4 --  -1 --    7145
         0 -> 109 --  -1 --   1 --  11 --  -1 --    7052
         0 -> 110 --  -1 --   2 --  11 --  -1 --    7280
         0 -> 111 --  -1 --   2 --   4 --  -1 --    7217
         0 -> 112 --  -1 --   2 --   2 --  -1 --    7323
         0 -> 113 --  -1 --   1 --  19 --  -1 --    7225
         0 -> 114 --  -1 --   1 --  23 --  -1 --    7230
         0 -> 115 --  -1 --   3 --  20 --  -1 --    7156
         0 -> 116 --  -1 --   2 --   2 --  -1 --    6876
         0 -> 117 --   0 --   0 --  11 --  -1 --    7556
         0 -> 118 --  -1 --   2 --  10 --  -1 --    7191
         0 -> 119 --   0 --   0 --   5 --  -1 --    6988
         0 -> 120 --  -1 --   1 --   5 --  -1 --    7355
         0 -> 121 --  -1 --   4 --   6 --  -1 --    7530
         0 -> 122 --  -1 --   1 --  12 --  -1 --    6908
         0 -> 123 --  -1 --   1 --  13 --  -1 --    6903
         0 -> 124 --  -1 --   2 --  24 --  -1 --    7325
         0 -> 125 --  -1 --   2 --  31 --  -1 --    7132
         0 -> 126 --  -1 --   1 --  32 --  -1 --    7234
         0 -> 127 --  -1 --   1 --   8 --  -1 --    7335
         0 -> 128 --  -1 --   1 --   7 --  -1 --    7480
         0 -> 129 --  -1 --   1 --  25 --  -1 --    7102
         0 -> 130 --   0 --   0 --   3 --  -1 --    7411
         0 -> 131 --  -1 --   1 --  32 --  -1 --    6867
         0 -> 132 --  -1 --   1 --  34 --  -1 --    6905
         0 -> 133 --  -1 --   1 --   8 --  -1 --    7017
         0 -> 134 --  -1 --   1 --   4 --  -1 --    7214
         0 -> 135 --  -1 --   1 --  12 --  -1 --    7110
         0 -> 136 --  -1 --   2 --   2 --  -1 --    7438
         0 -> 137 --  -1 --   2 --   5 --  -1 --    6858
         0 -> 138 --  -1 --   1 --   8 --  -1 --    6994
         0 -> 139 --   0 --   0 --   3 --  -1 --    7311
         0 -> 140 --  -1 --   1 --  11 --  -1 --    7293
         0 -> 141 --  -1 --   1 --  26 --  -1 --    6864
         0 -> 142 --  -1 --   1 --  12 --  -1 --    7527
         0 -> 143 --  -1 --   1 --  14 --  -1 --    6927
         0 -> 144 --  -1 --   2 --  27 --  -1 --    7148
         0 -> 145 --  -1 --   1 --  13 --  -1 --    7522
         0 -> 146 --  -1 --   1 --  13 --  -1 --    7509
         0 -> 147 --  -1 --   1 --   5 --  -1 --    7358
         0 -> 148 --  -1 --   1 --   2 --  -1 --    6903
         0 -> 149 --  -1 --   2 --   9 --  -1 --    6855
         0 -> 150 --  -1 --   1 --   9 --  -1 --    6890
         0 -> 151 --  -1 --   2 --  26 --  -1 --    7271
         0 -> 152 --  -1 --   1 --  14 --  -1 --    7373
         0 -> 153 --  -1 --   2 --  10 --  -1 --    7485
         0 -> 154 --  -1 --   1 --  16 --  -1 --    7160
         0 -> 155 --  -1 --   1 --  27 --  -1 --    7431
         0 -> 156 --  -1 --   1 --  11 --  -1 --    7315
         0 -> 157 --  -1 --   1 --  30 --  -1 --    7331
         0 -> 158 --  -1 --   1 --  31 --  -1 --    7381
         0 -> 159 --  -1 --   2 --  28 --  -1 --    7058
         0 -> 160 --  -1 --   2 --  32 --  -1 --    7535
         0 -> 161 --  -1 --   1 --   2 --  -1 --    7006
         0 -> 162 --  -1 --   3 --  12 --  -1 --    6922
         0 -> 163 --  -1 --   3 --   2 --  -1 --    7438
         0 -> 164 --  -1 --   1 --   4 --  -1 --    7134
         0 -> 165 --  -1 --   1 --   4 --  -1 --    7240
         0 -> 166 --  -1 --   1 --  29 --  -1 --    7524
         0 -> 167 --  -1 --   2 --   5 --  -1 --    7158
         0 -> 168 --  -1 --   1 --   6 --  -1 --    7119
         0 -> 169 --  -1 --   2 --   3 --  -1 --    7164
         0 -> 170 --  -1 --   1 --  36 --  -1 --    6918
         0 -> 171 --  -1 --   1 --  29 --  -1 --    7416
         0 -> 172 --   0 --   0 --  30 --  -1 --    6965
         0 -> 173 --   0 --   0 --  16 --  -1 --    7051
         0 -> 174 --   0 --   0 --   5 --  -1 --    6949
         0 -> 175 --   0 --   0 --  35 --  -1 --    7127
         0 -> 176 --  -1 --   2 --  14 --  -1 --    7385
         0 -> 177 --   0 --   0 --  21 --  -1 --    7242
         0 -> 178 --   0 --   0 --  31 --  -1 --    7083
         0 -> 179 --  -1 --   1 --   3 --  -1 --    7130
         0 -> 180 --  -1 --   1 --  30 --  -1 --    7558
         0 -> 181 --  -1 --   2 --  31 --  -1 --    7201
         0 -> 182 --  -1 --   2 --   5 --  -1 --    7045
         0 -> 183 --  -1 --   3 --  15 --  -1 --    6956
         0 -> 184 --  -1 --   2 --   2 --  -1 --    7051
         0 -> 185 --  -1 --   2 --   5 --  -1 --    7214
         0 -> 186 --  -1 --   1 --  33 --  -1 --    7093
         0 -> 187 --   0 --   0 --  34 --  -1 --    7146
         0 -> 188 --  -1 --   1 --   7 --  -1 --    6925
         0 -> 189 --  -1 --   2 --   7 --  -1 --    7008
         0 -> 190 --  -1 --   1 --   8 --  -1 --    6960
         0 -> 191 --   0 --   0 --  49 --  -1 --    7383
         0 -> 192 --   0 --   0 --  20 --  -1 --    6898
         0 -> 193 --  -1 --   1 --   9 --  -1 --    7357
         0 -> 194 --   0 --   0 --  15 --  -1 --    7456
         0 -> 195 --  -1 --   1 --  16 --  -1 --    7291
         0 -> 196 --  -1 --   1 --  37 --  -1 --    7079
         0 -> 197 --   0 --   0 --   6 --  -1 --    7149
         0 -> 198 --   0 --   0 --  10 --  -1 --    7172
         0 -> 199 --   0 --   0 --  10 --  -1 --    6976
         0 -> 200 --  -1 --   2 --   1 --  -1 --    7211
         0 -> 201 --  -1 --   5 --   9 --  -1 --    7452
         0 -> 202 --  -1 --   1 --  11 --  -1 --    6891
         0 -> 203 --  -1 --   2 --  21 --  -1 --    7012
         0 -> 204 --  -1 --   1 --   1 --  -1 --    7201
         0 -> 205 --  -1 --   2 --   3 --  -1 --    7051
         0 -> 206 --  -1 --   2 --   5 --  -1 --    6909
         0 -> 207 --  -1 --   1 --  10 --  -1 --    7114
         0 -> 208 --  -1 --   4 --  11 --  -1 --    7026
         0 -> 209 --  -1 --   1 --   3 --  -1 --    7136
         0 -> 210 --   0 --   0 --  13 --  -1 --    7378
         0 -> 211 --  -1 --   2 --   5 --  -1 --    7097
         0 -> 212 --   0 --   0 --   3 --  -1 --    7513
         0 -> 213 --  -1 --   1 --  15 --  -1 --    7073
         0 -> 214 --  -1 --   1 --  34 --  -1 --    6984
         0 -> 215 --  -1 --   2 --  16 --  -1 --    7275
         0 -> 216 --  -1 --   2 --   3 --  -1 --    7301
         0 -> 217 --  -1 --   2 --   5 --  -1 --    6909
         0 -> 218 --  -1 --   2 --  35 --  -1 --    7201
         0 -> 219 --  -1 --   2 --   4 --  -1 --    7151
         0 -> 220 --  -1 --   1 --  38 --  -1 --    7467
         0 -> 221 --  -1 --   4 --   2 --  -1 --    6964
         0 -> 222 --  -1 --   1 --   4 --  -1 --    7235
         0 -> 223 --  -1 --   3 --   5 --  -1 --    7159
         0 -> 224 --  -1 --   2 --  36 --  -1 --    7313
         0 -> 225 --  -1 --   2 --  39 --  -1 --    7386
         0 -> 226 --  -1 --   1 --  40 --  -1 --    7463
         0 -> 227 --  -1 --   1 --  36 --  -1 --    6939
         0 -> 228 --  -1 --   1 --   3 --  -1 --    7476
         0 -> 229 --  -1 --   2 --  37 --  -1 --    7288
         0 -> 230 --  -1 --   2 --   6 --  -1 --    6843
         0 -> 231 --  -1 --   1 --  40 --  -1 --    7332
         0 -> 232 --  -1 --   1 --  42 --  -1 --    7075
         0 -> 233 --  -1 --   1 --   2 --  -1 --    7082
         0 -> 234 --   0 --   0 --   6 --  -1 --    6944
         0 -> 235 --   0 --   0 --  41 --  -1 --    7106
         0 -> 236 --  -1 --   2 --   2 --  -1 --    7442
         0 -> 237 --  -1 --   1 --   5 --  -1 --    7202
         0 -> 238 --  -1 --   1 --   4 --  -1 --    7148
         0 -> 239 --   0 --   0 --  35 --  -1 --    7415
         0 -> 240 --  -1 --   1 --   6 --  -1 --    7352
         0 -> 241 --  -1 --   1 --   7 --  -1 --    7060
         0 -> 242 --  -1 --   1 --   7 --  -1 --    7481
         0 -> 243 --  -1 --   1 --   3 --  -1 --    7321
         0 -> 244 --  -1 --   2 --   8 --  -1 --    7057
         0 -> 245 --  -1 --   3 --  37 --  -1 --    6952
         0 -> 246 --  -1 --   1 --   8 --  -1 --    7316
         0 -> 247 --  -1 --   1 --   3 --  -1 --    7460
         0 -> 248 --  -1 --   1 --  21 --  -1 --    7036
