GLOBALTIME -> ID  -- St  -- D-> -- D<- -- LCP -- TimeToComplete
         0 ->   0 --  -1 --   1 --   0 --  -1 --    7258
         0 ->   1 --  -1 --   5 --   1 --  -1 --    7087
         0 ->   2 --  -1 --   1 --   1 --  -1 --    7167
         0 ->   3 --  -1 --   2 --   1 --  -1 --    7482
         0 ->   4 --  -1 --   2 --   1 --  -1 --    7482
         0 ->   5 --  -1 --   2 --   1 --  -1 --    7145
         0 ->   6 --  -1 --   2 --   1 --  -1 --    7452
         0 ->   7 --  -1 --   1 --   2 --  -1 --    7257
         0 ->   8 --  -1 --   2 --   3 --  -1 --    7542
         0 ->   9 --  -1 --   3 --   1 --  -1 --    7039
         0 ->  10 --  -1 --   1 --   3 --  -1 --    7547
         0 ->  11 --  -1 --   1 --   1 --  -1 --    7231
         0 ->  12 --  -1 --   2 --   1 --  -1 --    7447
         0 ->  13 --  -1 --   1 --   3 --  -1 --    7468
         0 ->  14 --  -1 --   2 --   4 --  -1 --    7023
         0 ->  15 --   0 --   0 --   4 --  -1 --    7169
         0 ->  16 --  -1 --   2 --   1 --  -1 --    7003
         0 ->  17 --  -1 --   1 --   3 --  -1 --    7119
         0 ->  18 --   0 --   0 --   4 --  -1 --    7458
         0 ->  19 --  -1 --   1 --   1 --  -1 --    7480
         0 ->  20 --  -1 --   1 --   2 --  -1 --    7236
         0 ->  21 --  -1 --   4 --   4 --  -1 --    7003
         0 ->  22 --  -1 --   1 --   1 --  -1 --    7358
         0 ->  23 --  -1 --   1 --   2 --  -1 --    6881
         0 ->  24 --  -1 --   2 --   2 --  -1 --    7482
         0 ->  25 --  -1 --   2 --   7 --  -1 --    6920
         0 ->  26 --  -1 --   1 --   8 --  -1 --    7541
         0 ->  27 --  -1 --   1 --   4 --  -1 --    6845
         0 ->  28 --  -1 --   1 --   5 --  -1 --    7477
         0 ->  29 --  -1 --   1 --   3 --  -1 --    7488
         0 ->  30 --   0 --   0 --   1 --  -1 --    7354
         0 ->  31 --  -1 --   1 --   8 --  -1 --    7426
         0 ->  32 --  -1 --   2 --  10 --  -1 --    7187
         0 ->  33 --  -1 --   2 --   1 --  -1 --    6850
         0 ->  34 --  -1 --   1 --   4 --  -1 --    7461
         0 ->  35 --   0 --   0 --   7 --  -1 --    7272
         0 ->  36 --  -1 --   1 --   1 --  -1 --    7400
         0 ->  37 --  -1 --   1 --   1 --  -1 --    6994
         0 ->  38 --  -1 --   1 --   6 --  -1 --    7459
